RMS ID,MSX Name,Source Type,Flux 8 (Jy),Flux 12 (Jy),Flux 14 (Jy),Flux 21 (Jy),J Mag.,H Mag.,K Mag.,VLSR (km/s),Distance (kpc),D type,FIR Lum.,Lum. Source,Freq. (GHz),Int. Flux,Random?
890,G303.3848-00.9658,HII region ,0.227,1.057,1.37,6.44,13.4,12.6,12.1,,NA,,NULL,MSX,,,
891,G303.5353-00.5982,HII region ,1.396,1.699,1.48,6.11,15.1,13.8,12.8,18.9,10.4,Kin,15591,MIPS/IGA,8.6,8.7,
892,G303.9973+00.2800,HII region??,1.401,1.875,1.69,4.83,13.9,12.7,12.8,30.7,11.4,Kin,22849,MIPS/IGA,4.8,33,
893,G304.3674-00.3359A,YSO ,1.718,7.015,13.62,22.01,,,,33.4,11.8,,94462,MSX,,,
893,G304.3674-00.3359B,HII region ,1.718,7.015,13.62,22.01,,,,33.4,11.8,,10496,MSX,,,
894,G304.5719+00.7163,PN ,0.2,-0.573,1.63,3.2,,,,,NA,,NULL,MSX,8.6,34.2,
899,G304.5860-04.8273,PN ,1.015,1.592,6.54,11.51,11.6,11.7,10.8,,NA,,NULL,MSX,,,
895,G304.6668-00.9654,HII/YSO?,0.37,0.761,1.58,5.97,,,,27.8,11.4,Kin,78173,MSX,,,
896,G304.7592-00.6299,YSO ,1.079,0.82,1.1,2.79,14.8,12.2,10,26.1,11.2,Kin,4148,MIPS/IGA,4.8,<0.6,
897,G304.7700-00.5193,HII/YSO ,1.123,1.739,1.41,4.97,14.9,14.2,13,24.6,11.1,Kin,10738,MSX,8.6,<0.6,
4789,G304.7738+01.3522,HII/YSO??,0.213,-0.658,0.75,2.97,,,,-27.1,2.6,Kin,683,MSX,4.8,<0.5,
4116,G304.8872+00.6356,YSO ,0.103,-0.602,1.08,5.24,15.6,13.6,13.8,-36.2,3.8,Kin,5752,MSX,,,
918,G304.9014-03.8435,Evolved star ,1.575,2.11,2.58,4.04,9.5,8.3,7.4,,NA,,NULL,MSX,,,
898,G304.9289+00.5524,Diffuse HII region ,3.111,10.261,18.89,78.91,,,,,NA,,NULL,MSX,,,
901,G305.0300+00.1791,Rejected ,0.227,1.333,1.68,6.25,,,,,NA,,NULL,MSX,,,
902,G305.0844+00.0661,Rejected ,0.181,0.821,0.82,4.48,,,,,NA,,NULL,MSX,,,
900,G305.1097+01.4684,PN ,30.999,48.369,57.65,69.79,10.9,9.6,7.9,-29.2,2.8,Kin,18496,MSX,,,
903,G305.1370+00.2439,Rejected ,0.1,0.65,0.99,3.49,,,,,NA,,NULL,MSX,,,
4117,G305.1406+00.0835,Rejected ,0.067,1.192,1.47,4.79,,,,,NA,,NULL,MSX,,,
904,G305.1512+00.1773,Rejected ,1.282,2.361,1.6,5.36,,,,,NA,,NULL,MSX,,,
905,G305.1543+00.1685,Rejected ,2.032,3.288,3.09,12.5,,,,,NA,,NULL,MSX,,,
906,G305.1602+00.1590,Rejected ,0.524,2.324,4.65,12.08,,,,,NA,,NULL,MSX,,,
907,G305.1625+00.1759,Rejected ,0.465,2.192,2.41,9.26,,,,,NA,,NULL,MSX,,,
4118,G305.1705+00.1733,Rejected ,-0.045,1.325,1.92,9.04,,,,,NA,,NULL,MSX,,,
908,G305.1715+00.0836,Rejected ,0.226,1.171,1.34,4.16,,,,,NA,,NULL,MSX,,,
910,G305.1732+00.1016,Rejected ,0.159,0.823,0.86,4.04,,,,-45.1,4.8,Kin,3269,MSX,,,
911,G305.1750+00.0794,Rejected ,0.187,0.683,0.8,5.08,,,,,NA,,NULL,MSX,,,
4790,G305.1750+00.0902,Rejected ,0.148,0.677,0.58,3.24,,,,,NA,,NULL,MSX,,,
909,G305.1775+00.1625,Rejected ,0.171,2.097,2.53,12.92,,,,,NA,,NULL,MSX,,,
916,G305.1940-00.0051,YSO ,0.407,0.574,0.92,5.41,14.8,14.9,12,-32.5,4,Spe,7016,MSX,8.6,<4.0,
915,G305.1967+00.0335,HII region ,15.298,59.208,100.63,292.42,16.2,13.3,11.1,-35.6,4,Spe,57282,MSX,4.8,43.2,
917,G305.1997+00.0216,HII region ,9.658,16.207,20.89,129.41,,,,-37.2,4,Spe,35065,MSX,4.8,<12.4,
4119,G305.2003+00.1211,Rejected ,0.07,-0.951,1.07,3.34,,,,,NA,,NULL,MSX,,,
912,G305.2017+00.2072A,YSO ,19.216,64.647,109.66,265.91,14.2,11.7,9.4,-41,4,Spe,48512,MIPS/IGA,8.6,<7.9,
912,G305.2017+00.2072B,HII region ,19.216,64.647,109.66,265.91,,,,-41,4,Spe,12128,MIPS/IGA,8.6,<7.9,
920,G305.2025+00.0099,Diffuse HII region ,4.658,7.339,7.56,28.39,,,,,NA,,NULL,MSX,,,
982,G305.2043-03.9892,Evolved star?,0.198,-0.777,1.66,14.91,8.1,7.6,7.4,,NA,,NULL,MSX,,,
913,G305.2054+00.2325,Rejected ,1.342,2.045,2.57,7.27,,,,,NA,,NULL,MSX,,,
922,G305.2072-00.0314,Rejected ,1.263,1.617,1.22,4.45,,,,,NA,,NULL,MSX,,,
919,G305.2083+00.0909,Rejected ,0.141,0.806,1.33,3.76,,,,,NA,,NULL,MSX,,,
914,G305.2103+00.2239,Rejected ,1.115,5.419,8.29,19.89,,,,,NA,,NULL,MSX,,,
4120,G305.2161+00.0904,Rejected ,0.083,0.942,1.7,6.27,,,,,NA,,NULL,MSX,,,
924,G305.2172-00.0095,Rejected ,0.609,1.405,0.94,4.13,,,,,NA,,NULL,MSX,,,
4791,G305.2193+00.1049,Rejected ,0.131,-0.509,1.1,4.02,,,,,NA,,NULL,MSX,,,
4793,G305.2200-00.0011,Rejected ,0.351,-0.777,0.6,2.99,,,,,NA,,NULL,MSX,,,
926,G305.2207-00.0232,Rejected ,1.288,1.985,1.3,3.3,,,,,NA,,NULL,MSX,,,
4792,G305.2222+00.1134,Rejected ,0.164,1.272,0.55,2.71,,,,,NA,,NULL,MSX,,,
4122,G305.2235+00.0831,Rejected ,0.097,1.007,1.33,6.43,,,,,NA,,NULL,MSX,,,
921,G305.2242+00.2028,Diffuse HII region ,6.051,19.342,24.82,67.71,,,,-42.9,4,Spe,22224,MIPS/IGA,8.6,<4.0,
4121,G305.2259+00.1275,Rejected ,-0.035,1.226,1.39,6.94,,,,,NA,,NULL,MSX,,,
927,G305.2275+00.0364,Rejected ,0.188,-0.673,0.68,4.41,,,,,NA,,NULL,MSX,,,
925,G305.2315+00.1352,Rejected ,0.157,1.566,1.01,6.33,,,,,NA,,NULL,MSX,,,
4125,G305.2317+00.0479,Rejected ,-0.05,1.147,1.52,3.41,,,,,NA,,NULL,MSX,,,
923,G305.2339+00.2151,Rejected ,1.278,4.385,6.14,17.39,,,,,NA,,NULL,MSX,,,
4123,G305.2383+00.1976,Rejected ,-0.032,2.171,4.92,16.05,,,,,NA,,NULL,MSX,,,
4124,G305.2409+00.2294,Rejected ,-0.032,4.285,4.69,12.63,,,,,NA,,NULL,MSX,,,
928,G305.2424+00.1465,Rejected ,0.624,0.776,0.98,5.48,,,,,NA,,NULL,MSX,,,
929,G305.2433+00.1515,Rejected ,1.703,2.617,1.77,7.32,,,,,NA,,NULL,MSX,,,
4794,G305.2490+00.1849,Rejected ,0.402,-0.602,-0.43,3.7,,,,,NA,,NULL,MSX,,,
932,G305.2494-00.0181,Rejected ,1.974,4.276,4.15,14.2,,,,,NA,,NULL,MSX,,,
930,G305.2535+00.2412,Diffuse HII region ,4.874,29.039,50.14,105.7,,,,-40.9,4,Spe,58413,MSX,8.6,<5.2,
931,G305.2587+00.1565,Rejected ,1.408,2.792,1.8,11.85,,,,,NA,,NULL,MSX,,,
939,G305.2694-00.0072,HII region ,21.77,71.919,100.57,230.94,,,,-31.5,4,Spe,56637,MIPS/IGA,8.6,<25.8,
941,G305.2728+00.0092,Rejected ,0.44,0.962,1.83,7.36,,,,,NA,,NULL,MSX,,,
4126,G305.2748+00.1256,Rejected ,-0.055,1.301,0.93,4.02,,,,,NA,,NULL,MSX,,,
934,G305.2764+00.2318,Rejected ,1.648,11.093,22.07,50.09,,,,,NA,,NULL,MSX,,,
935,G305.2766+00.1673,Diffuse HII region ,1.601,2.891,2.5,8.95,,,,,NA,,NULL,MSX,,,
4131,G305.2767+00.0159,Rejected ,-0.055,1.085,0.91,6.48,,,,,NA,,NULL,MSX,,,
937,G305.2770+00.1133,Other ,0.118,0.716,1.08,3.17,9.8,8.9,8.4,,NA,,NULL,MSX,,,
4128,G305.2770+00.1196,Rejected ,0.068,1.294,1.15,5.71,,,,,NA,,NULL,MSX,,,
933,G305.2790+00.2909,Diffuse HII region ,3.54,20.092,35.04,76.83,,,,-38.3,4,Spe,42459,MSX,,,
936,G305.2800+00.1547,Rejected ,0.214,0.965,1.68,5.17,,,,,NA,,NULL,MSX,,,
4132,G305.2801+00.0211,Rejected ,-0.041,1.354,0.68,5.82,,,,,NA,,NULL,MSX,,,
4127,G305.2828+00.2131,Rejected ,-0.045,2.068,3.67,8.06,,,,,NA,,NULL,MSX,,,
4130,G305.2831+00.1885,Rejected ,-0.035,-0.602,1.18,5.2,,,,,NA,,NULL,MSX,,,
4129,G305.2841+00.2032,Rejected ,-0.035,1.647,1.83,6.65,,,,,NA,,NULL,MSX,,,
942,G305.2850+00.0976,Rejected ,0.188,1.105,1.36,4.59,,,,,NA,,NULL,MSX,,,
938,G305.2866+00.2316,Rejected ,2.951,5.138,4.66,13.37,,,,,NA,,NULL,MSX,,,
940,G305.2877+00.2043,Rejected ,0.719,1.011,1.5,5.65,,,,,NA,,NULL,MSX,,,
946,G305.2897+00.0528,Rejected ,0.2,1.409,2.91,12.4,,,,,NA,,NULL,MSX,,,
945,G305.2904+00.0632,Rejected ,0.263,1.712,3.53,11.75,,,,,NA,,NULL,MSX,,,
947,G305.2958+00.0410,Rejected ,0.236,1.875,3.79,14.1,,,,,NA,,NULL,MSX,,,
943,G305.2978+00.2020,Rejected ,0.112,0.699,1.24,6.82,,,,,NA,,NULL,MSX,,,
949,G305.2997+00.0382,Rejected ,0.205,0.841,1.54,3.75,,,,,NA,,NULL,MSX,,,
4133,G305.3003+00.1657,Rejected ,-0.032,1.599,2.84,11.09,,,,,NA,,NULL,MSX,,,
944,G305.3009+00.2078,Rejected ,0.972,1.319,0.95,3.3,,,,,NA,,NULL,MSX,,,
948,G305.3012+00.0971,Rejected ,0.271,1.113,3.22,13.08,,,,,NA,,NULL,MSX,,,
950,G305.3076+00.0221,Rejected ,0.156,1.042,2.33,6.75,,,,,NA,,NULL,MSX,,,
952,G305.3098+00.0175,Rejected ,0.387,1.018,1.18,4.01,,,,,NA,,NULL,MSX,,,
953,G305.3210+00.0706,HII region ,23.281,75.292,112.26,668.06,,,,-38.8,4,Spe,147080,MSX,,,
951,G305.3223+00.1758,Rejected ,0.759,1.808,2.79,8.54,,,,,NA,,NULL,MSX,,,
954,G305.3500+00.2240,HII region ,5.204,18.468,23.29,57.72,,,,-39,4,Spe,12170,MIPS/IGA,4.8,<41.2,
955,G305.3526+00.1945,Diffuse HII region ,22.254,81.814,115.07,318.5,,,,-37.7,4,Spe,176014,MSX,,,
957,G305.3528+00.1200,Rejected ,0.213,1.558,2.75,8.72,,,,,NA,,NULL,MSX,,,
956,G305.3539+00.1380,Diffuse HII region ,0.951,4.646,10.23,29.41,,,,,NA,,NULL,MSX,,,
958,G305.3556+00.1257,Rejected ,0.194,2.467,3.91,10.93,,,,,NA,,NULL,MSX,,,
960,G305.3611+00.1494,Diffuse HII region ,8.371,13.638,12.79,60.39,,,,-38.5,4,Spe,33374,MSX,8.6,<27.6,
959,G305.3648+00.2041,Rejected ,4.26,19.363,25.56,56.5,,,,,NA,,NULL,MSX,,,
962,G305.3663+00.1295,Rejected ,0.424,3.525,5.89,16.33,,,,,NA,,NULL,MSX,,,
961,G305.3676+00.2095,YSO?,3.649,10.029,14.5,54.64,14.8,13.1,10.4,-34.6,4,Spe,15701,MSX,,,
963,G305.3719+00.1837,HII region ,2.895,8.017,8.82,24.57,,,,-39.6,4,Spe,9680,MIPS/IGA,8.6,<15.1,
966,G305.3756+00.1402,Rejected ,0.192,1.887,5.49,21.03,,,,,NA,,NULL,MSX,,,
969,G305.3774-00.2547,Rejected ,0.198,0.648,0.98,4.23,,,,,NA,,NULL,MSX,,,
964,G305.3779+00.2108,HII region ,1.651,4.423,4.6,13.92,,,,-33.6,4,Spe,7693,MSX,,,
965,G305.3791+00.2157,Rejected ,0.944,2.503,0.89,4.04,,,,,NA,,NULL,MSX,,,
4134,G305.3803+00.1594,Rejected ,-0.039,1.321,1.5,7.73,,,,,NA,,NULL,MSX,,,
4135,G305.3831+00.1532,Rejected ,-0.05,-0.81,2.35,11.59,,,,,NA,,NULL,MSX,,,
967,G305.3840+00.2003,Rejected ,0.726,2.884,2.97,7.09,,,,,NA,,NULL,MSX,,,
968,G305.4098+00.1726,Rejected ,0.738,1.212,1.23,5.43,,,,,NA,,NULL,MSX,,,
970,G305.4399+00.2103,Diffuse HII region ,2.512,6.273,6.36,18.61,,,,-40.9,4,Spe,11216,MIPS/IGA,8.6,<5.2,
972,G305.4748-00.0961,YSO ,0.219,-0.549,1.15,4.77,16.5,14.6,11.9,-37.7,4,Spe,5538,MIPS/IGA,8.6,<1.0,
971,G305.4840+00.2248,HII/YSO?,3.986,5.557,5.42,10.47,14.8,12.4,10,-45.6,4,Spe,2109,MIPS/IGA,8.6,<2.1,
976,G305.5117+00.0172,Rejected ,0.152,0.663,1.41,5.55,,,,,NA,,NULL,MSX,,,
4139,G305.5177+00.0104,Rejected ,0.081,0.622,1.06,4.41,,,,,NA,,NULL,MSX,,,
977,G305.5263-00.0368,Diffuse HII region?,2.877,4.264,2.68,8.46,,,,,NA,,NULL,MSX,,,
4136,G305.5302+00.3662,Rejected ,-0.05,0.8,1.45,4.45,,,,,NA,,NULL,MSX,,,
974,G305.5345+00.3499,Diffuse HII region ,1.071,7.741,16.48,37.92,,,,,NA,,NULL,MSX,,,
4138,G305.5388+00.3604,Rejected ,-0.045,-0.777,2.58,6.29,,,,,NA,,NULL,MSX,,,
4137,G305.5389+00.3672,Rejected ,0.105,1.402,1.92,5.1,,,,,NA,,NULL,MSX,,,
975,G305.5393+00.3394,YSO ,2.579,3.737,5.33,8.03,17.4,16.3,13.6,-34.8,4,Spe,4805,MIPS/IGA,8.6,<2.5,
979,G305.5516+00.0149,HII region ,7.47,18.889,20.42,60.52,,,,-39,4,Spe,24000,MSX,,,
4140,G305.5521-00.0050,Rejected ,-0.055,1.065,2.69,4.38,,,,,NA,,NULL,MSX,,,
980,G305.5528-00.0109,HII region ,1.249,1.965,2.99,16.96,17.6,16.7,13.7,-37.6,4,Spe,8513,MIPS/IGA,8.6,<2.1,
4795,G305.5529+01.4775,Diffuse HII region ,0.413,0.867,0.88,3.35,,,,,NA,,NULL,MSX,,,
981,G305.5610+00.0124,YSO?,10.638,17.257,20.97,91.55,15.7,12.6,9.7,-38.8,4,Spe,12069,MIPS/IGA,8.6,8.2,
983,G305.5803+00.0381,Diffuse HII region ,2.586,6.037,6.83,12.66,,,,-38.2,4,Spe,5808,MIPS/IGA,8.6,<0.9,
984,G305.6039-00.6904,HII region ,1.123,1.685,1.89,9.67,14.9,14.1,11.8,-20.8,7.8,Kin,11120,MIPS/IGA,4.8,<0.9,
973,G305.6327+01.6467,YSO ,5.832,9.848,10.92,18.99,8.6,7.5,7.2,-54.8,4.9,Kin,15684,MSX,,,
4141,G305.6395+00.0369,Rejected ,-0.03,1.426,1.7,5.55,,,,,NA,,NULL,MSX,,,
4142,G305.6451+00.0416,Rejected ,-0.055,-0.951,1.27,3.36,,,,,NA,,NULL,MSX,,,
978,G305.6737+01.6093,Diffuse HII region ,0.166,1.143,1.3,4.93,,,,,NA,,NULL,MSX,,,
985,G305.6812+00.0985,Diffuse HII region ,0.236,0.807,1.46,5.31,,,,,NA,,NULL,MSX,,,
986,G305.7893+00.2807,HII region ,1.691,5.393,10.74,30.06,,,,,NA,,NULL,MSX,,,
4796,G305.7931+00.2914,Rejected ,0.325,-0.777,-0.56,2.76,,,,,NA,,NULL,MSX,,,
988,G305.7991-00.2461A,HII region ,0.514,1.324,1.13,17.5,,,,-31.5,4,Spe,80255,MSX,8.6,5,
988,G305.7991-00.2461B,HII region ,0.514,1.324,1.13,17.5,,,,-31.5,4,Spe,4836,MSX,,,
987,G305.8067+00.0179,Diffuse HII region ,0.555,0.723,0.9,2.71,,,,,NA,,NULL,MSX,,,
989,G305.8365-00.0638,Diffuse HII region ,0.636,1.553,2.08,5.51,,,,,NA,,NULL,MSX,,,
4797,G305.8871+00.0179A,YSO ,0.214,-0.538,-0.39,3.46,,,,-33.9,4,Spe,2326,MSX,,,
4797,G305.8871+00.0179B,HII region?,0.214,-0.538,-0.39,3.46,13.6,13.1,12.7,-33.9,4,Spe,3668,MSX,,,
991,G305.9072-00.9121,Evolved star ,3.454,4.383,5.44,6.48,14.9,13.6,11.3,,NA,,NULL,MSX,4.8,<0.7,
990,G305.9402-00.1634,YSO ,2.817,5.974,7.03,16.11,14.2,13.7,11,-35.6,4,Spe,5523,MIPS/IGA,4.8,<1.1,
993,G306.0951-00.4778,Young/old star ,0.88,2.188,3.37,5.78,15.9,14.6,11.9,41.7,12.9,Kin,14613,MSX,4.8,<0.5,
992,G306.1160+00.1386A,YSO ,3.07,4.633,5.53,10.14,14.6,12.6,10.8,-33.6,4,Spe,1731,MIPS/IGA,,,
992,G306.1160+00.1386B,YSO ,3.07,4.633,5.53,10.14,11.5,9.8,8.4,-33.6,4,Spe,1078,MIPS/IGA,,,
994,G306.1260-01.1371,PN?,0.294,-0.573,1.34,3.16,14.7,13.7,12.6,1.5,0.2,Kin,4,MSX,4.8,6.7,
995,G306.3113-00.3472,Diffuse HII region ,0.343,1.511,3.33,8.49,,,,,NA,,NULL,MSX,,,
996,G306.3157-00.3445,Rejected ,0.274,1.498,3.38,7.99,,,,,NA,,NULL,MSX,,,
997,G306.9944+03.0709,Evolved star ,0.315,-0.558,1.35,4.79,9.7,9.2,9,,NA,,NULL,MSX,,,
998,G307.1960+02.8101,Evolved star?,1.649,1.403,1.73,3.09,12.3,12.1,12.1,,NA,,NULL,MSX,,,
999,G307.3950-00.5838,YSO ,0.951,1.525,1.7,3.46,16,14,12.6,34.4,12.5,Kin,14717,MIPS/IGA,4.8,<1.6,
1000,G307.5240-00.2774,PN?,0.617,1.387,2.51,3.96,14.2,13,12.1,,NA,,NULL,MSX,8.6,25.5,
1023,G307.5494-04.9421,PN ,0.787,2.653,3.75,15.98,11.6,11.6,10.8,,NA,,NULL,MSX,,,
1002,G307.5606-00.5871,HII region ,10.733,28.322,37.24,131.09,,,,-33,7.4,Kin,167415,MIPS/IGA,8.6,186,
4143,G307.6034-00.3325,Rejected ,-0.036,-0.601,0.91,4.49,,,,,NA,,NULL,MSX,,,
4144,G307.6083-00.3316,Rejected ,-0.032,-0.491,0.91,2.8,,,,,NA,,NULL,MSX,,,
1013,G307.6122-01.5214,OH/IR star ,8.86,12.477,12.89,17.18,11.8,8.5,6.3,,NA,,NULL,MSX,,,
1001,G307.6138-00.2559A,HII region ,11.749,18.633,15.9,80.79,,,,-36.6,7,Kin,39628,MIPS/IGA,4.8,<3.4,
1001,G307.6138-00.2559B,YSO ,11.749,18.633,15.9,80.79,15.3,13.1,11.2,-36.6,7,Kin,3862,MIPS/IGA,4.8,<3.4,
4145,G307.6208-00.3233,Rejected ,-0.039,-0.601,0.78,3.27,,,,,NA,,NULL,MSX,,,
1003,G307.6213-00.2622,HII region ,5.346,10.087,12.79,71.17,14.8,13.4,11.7,-37.6,6.9,Kin,37026,MIPS/IGA,4.8,<3.6,
1005,G307.6305-00.3051,Rejected ,0.241,0.85,1.09,4.01,,,,,NA,,NULL,MSX,,,
1007,G307.6471-00.2819,Rejected ,0.102,1.819,2.39,5.72,,,,,NA,,NULL,MSX,,,
1008,G307.6471-00.2872,Rejected ,0.366,1.372,1,3.73,,,,,NA,,NULL,MSX,,,
1009,G307.6519-01.0411,Evolved star ,12.733,18.265,22.15,25.16,14.3,12.5,8.5,,NA,,NULL,MSX,4.8,<0.4,
1010,G307.7359-00.5945,HII region ,0.573,0.849,1.28,10.07,15.3,14,13.3,36.7,12.8,Kin,8915,MIPS/IGA,8.6,1.6,
1011,G307.8561+00.0463,Rejected ,0.215,1.144,2.19,4.79,,,,,NA,,NULL,MSX,,,
1012,G307.8620+00.0399,Rejected ,0.161,1.146,1.73,5,,,,,NA,,NULL,MSX,,,
1019,G307.9733-01.5931,Diffuse HII region ,1.004,2.203,4.15,18.03,,,,,NA,,NULL,MSX,,,
1004,G308.0023+02.0190,HII region?,2.614,2.805,3.36,41.42,,,,-22.9,2,Kin,3646,MSX,4.8,5.9,
1015,G308.0049-00.3868,YSO ,2.866,4.064,3.95,5.4,14.3,11.6,9.5,-37.6,7,Kin,8251,MIPS/IGA,4.8,<0.7,
1006,G308.0108+02.0146,YSO ,2.628,4.79,6.59,21.05,16.2,15.3,13.8,-23.1,2,Kin,1468,MSX,4.8,<0.4,
1017,G308.0314-01.0529,HII region ,3.528,6.091,6.67,41.06,15.7,13.9,12.1,41.8,13.3,Kin,76699,MIPS/IGA,8.6,26.2,
1016,G308.0813-00.4131,Diffuse HII region ,2.021,5.258,5.79,12.79,,,,,NA,,NULL,MSX,,,
1020,G308.2010-01.0199,HII region ,1.123,1.585,1.93,12.29,,,,32.8,12.6,Kin,21629,MIPS/IGA,4.8,20.3,
1021,G308.2973-00.7046,Evolved star ,1.486,7.566,22.09,103.42,9.5,8,7.1,,NA,,NULL,MSX,,,
1022,G308.3653-00.5085,PN?,0.304,0.839,1.11,3.33,16.4,14.7,13,,NA,,NULL,MSX,8.6,2.4,
1014,G308.4953+03.5121,Evolved star ,1.084,2.353,3.59,5.05,10.3,9.4,8.8,,NA,,NULL,MSX,,,
4148,G308.5387-03.5015,Evolved star ,0.127,-0.616,1.38,4.33,13.8,13.2,12.7,,NA,,NULL,MSX,,,
1018,G308.6081+02.0719,OH/IR star ,4.725,7.434,9.05,9.65,14.2,10.7,8.2,,NA,,NULL,MSX,8.6,<0.5,
1025,G308.6391+00.5685,HII region?,1.677,2.861,1.99,8.88,,,,-44.4,4,spe,4907,MSX,,,
1024,G308.6480+00.6469A,YSO ,1.035,2.154,1.51,5.28,14.7,13.5,10.6,-47.9,4,spe,467,MIPS/IGA,4.8,<0.9,
1024,G308.6480+00.6469B,HII region ,1.035,2.154,1.51,5.28,,,,-47.9,4,spe,2467,MIPS/IGA,4.8,<0.9,
1024,G308.6480+00.6469C,HII region ,1.035,2.154,1.51,5.28,15.3,14.5,14.5,-47.9,4,spe,5814,MIPS/IGA,4.8,<0.9,
1026,G308.6499+00.5941,Evolved star ,0.991,2.401,4.05,7.5,10.4,7.8,6.4,,NA,,NULL,MSX,,,
1028,G308.6537+00.6003,Rejected ,0.198,1.808,4.81,14.64,,,,,NA,,NULL,MSX,,,
1027,G308.6542+00.6039,Diffuse HII region ,0.183,3.192,2.32,3.63,,,,-47.8,5.2,Kin,3439,MIPS/IGA,8.6,<1.5,
4146,G308.6551+00.5790,Rejected ,0.081,0.73,1.14,5.75,,,,,NA,,NULL,MSX,,,
1030,G308.6552+00.5839,Rejected ,0.189,1.903,3.43,9.48,,,,,NA,,NULL,MSX,,,
1029,G308.6559+00.6077,Rejected ,0.215,2.597,5.69,18.58,,,,,NA,,NULL,MSX,,,
1031,G308.6569+00.5756,Rejected ,0.227,1.834,4.71,13.09,,,,,NA,,NULL,MSX,,,
1036,G308.6590-00.4443,Evolved star?,2.286,3.562,4.4,4.28,,,,,NA,,NULL,MSX,,,
1032,G308.6659+00.5682,Rejected ,0.207,1.4,2.73,8.73,,,,,NA,,NULL,MSX,,,
1033,G308.6876+00.5241,YSO ,0.549,0.83,2.42,5.81,17.2,14.3,12.6,-47.7,4,spe,1969,MIPS/IGA,8.6,<0.6,
1034,G308.7008+00.5312,YSO ,1.954,3.059,3.24,13.74,14.1,12.8,11.8,-47,4,spe,975,MIPS/IGA,4.8,<0.7,
4147,G308.7139+00.5810,Rejected ,-0.039,0.811,0.97,3.75,,,,,NA,,NULL,MSX,,,
1037,G308.7346-00.5086,PN?,4.175,6.086,5.43,9,15.2,13.3,10.1,,NA,,NULL,MSX,4.8,5.6,
1035,G308.7452+00.5482,Diffuse HII region ,3.636,10.037,13.33,33.1,,,,,NA,,NULL,MSX,,,
1039,G308.9176+00.1231A,YSO ,155.06,280.83,417.37,442.12,14.5,9.8,6.4,-49.9,5.3,Kin,90037,MIPS/IGA,8.6,<1.2,
1039,G308.9176+00.1231B,HII region ,155.06,280.83,417.37,442.12,,,,-49.9,5.3,Kin,76202,MIPS/IGA,4.8,247.4,
1042,G308.9873-00.7323,Evolved star ,19.214,45.22,56.92,78.21,10.3,8.7,7.5,-46.9,4.37/6.2,,51587.2/103839.5,MSX,4.8,<0.7,
1059,G309.0022-04.2412,PN ,0.272,1.363,2.58,4.91,12.6,12.5,12.1,,NA,,NULL,MSX,,,
1038,G309.0213+00.8906,PN ,0.711,1.192,3.3,10.33,12.6,12.2,11.2,,NA,,NULL,MSX,,,
1061,G309.1129-04.3951,PN ,3.231,9.76,18.71,47.86,10.2,10.1,9.1,,NA,,NULL,MSX,,,
1045,G309.1596-00.5936,Evolved star ,7.296,22.407,50.33,234.45,13.2,11.3,10.7,-48.3,5.3,Kin,227897,MSX,4.8,<17.2,
1043,G309.1773-00.0278,HII region ,3.063,6.96,6.23,14.3,18,14.9,13.1,-16.4,9.2,Kin,26909,MIPS/IGA,4.8,5.1,
1041,G309.1932+00.9910,Evolved star ,2.388,7.368,13.02,14.97,,,,,NA,,NULL,MSX,4.8,<0.7,
1046,G309.2203-00.4619,YSO ,2.322,4.167,4.89,12.76,14.5,12.5,10.9,-41.4,3.5,pho,3351,MIPS/IGA,4.8,<0.5,
1047,G309.2975-00.4099,Evolved star ,176.22,679.5,516.14,703.3,2.1,1.5,1.1,,NA,,NULL,MSX,,,
1044,G309.3086+00.5317,Evolved star ,7.139,14.612,22.39,22.04,,,,,NA,,NULL,MSX,,,
1040,G309.3431+02.1080,Evolved star ,1.57,2.704,3.37,4.81,13.4,11.8,10.7,,NA,,NULL,MSX,4.8,<0.6,
1048,G309.3503-00.5860,Diffuse HII region ,0.485,1.129,2.14,8.02,,,,,NA,,NULL,MSX,,,
1049,G309.4230-00.6208,YSO ,0.594,1.418,1.14,9.79,15.9,14.9,13.2,-43.3,3.5,pho,2211,MIPS/IGA,4.8,<1.0,
4149,G309.5356-00.7388A,HII/YSO ,-0.041,-0.661,0.86,11.88,,,,-52,3.5,pho,2826,MSX,,,
4149,G309.5356-00.7388B,HII/YSO ,-0.041,-0.661,0.86,11.88,,,,-52,3.5,pho,1957,MSX,,,
4149,G309.5356-00.7388C,HII/YSO ,-0.041,-0.661,0.86,11.88,,,,-52,3.5,pho,4566,MSX,,,
1050,G309.5523-00.7265,Diffuse HII region ,0.977,4.917,7.62,16.5,,,,,NA,,NULL,MSX,,,
4798,G309.7846-00.7181,PN ,0.326,0.606,0.73,3.32,15.1,13.2,11.6,-26.6,2.18/8.57,,545.0/8421.9,MSX,4.8,7.5,
1051,G309.8886+00.3982,HII region?,14.064,20.044,15.59,76.94,,,,-57.6,5.4,Kin,23325,MIPS/IGA,4.8,1.2,
4150,G309.9017+00.4256,Rejected ,-0.039,-0.673,0.87,3.08,,,,,NA,,NULL,MSX,,,
1053,G309.9094+00.3794,Rejected ,0.223,1.287,2.55,9.14,,,,,NA,,NULL,MSX,,,
1052,G309.9206+00.4790A,HII region ,24.818,85.213,154.07,542.34,15.1,12.7,9.3,-56.7,5.4,Kin,142203,MIPS/IGA,4.8,220.2,
