#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-02-13T19:12:40 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5c6464a76380	
#INFO	-out.max=unlimited	
#INFO	queryParameters=32	
#-oc.form=dec
#-out.max=unlimited
#-sort=_r
#-nav=cat:V/114&tab:{V/114/msx6_gp}&key:source=V/114/msx6_gp&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=V/114/msx6_gp
#-order=I
#-out=MSX6C
#-out=RAJ2000
#-out=DEJ2000
#-out=B1
#-out=q_B1
#-out=e_B1
#-out=A
#-out=q_A
#q_A=>= 2
#-out=e_A
#-out=C
#-out=q_C
#-out=e_C
#-out=D
#-out=q_D
#q_D=>= 2
#-out=e_D
#-out=E
#-out=q_E
#q_E=>= 2
#-out=e_E
#Old=Old
#

#RESOURCE=yCat_5114
#Name: V/114
#Title: MSX6C Infrared Point Source Catalog (Egan+ 2003)
#Table	V_114_msx6_gp:
#Name: V/114/msx6_gp
#Title: The complete MSX6C catalogue in the Galactic Plane (|b|<=6{deg})
#Column	MSX6C	(a17)	Name (based on galactic position)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F8.4)	Right Ascension J2000	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F8.4)	Declination J2000	[ucd=pos.eq.dec;meta.main]
#Column	B1	(E10.3)	Flux density in B1 (4.29um) band (1)	[ucd=phot.mag;em.IR.4-8um]
#Column	q_B1	(I1)	[0,4] Band B1 quality (2)	[ucd=meta.code.qual]
#Column	e_B1	(F5.1)	? flux uncertainty 1-sigma	[ucd=stat.error]
#Column	A	(E10.3)	Flux density in A (8.28um) band (1)	[ucd=phot.flux.density;em.IR.8-15um]
#Column	q_A	(I1)	[0,4] Band A quality (2)	[ucd=meta.code.qual]
#Column	e_A	(F5.1)	? flux uncertainty 1-sigma	[ucd=stat.error]
#Column	C	(E10.3)	Flux density in C (12.13um) band (1)	[ucd=phot.flux.density;em.IR.8-15um]
#Column	q_C	(I1)	[0,4] Band C quality (2)	[ucd=meta.code.qual]
#Column	e_C	(F5.1)	? flux uncertainty 1-sigma	[ucd=stat.error]
#Column	D	(E10.3)	Flux density in D (14.65um) band (1)	[ucd=phot.flux.density;em.IR.8-15um]
#Column	q_D	(I1)	[0,4] Band D quality (2)	[ucd=meta.code.qual]
#Column	e_D	(F5.1)	? flux uncertainty 1-sigma	[ucd=stat.error]
#Column	E	(E10.3)	Flux density in E (21.34um) band (1)	[ucd=phot.flux.density;em.IR.15-30um]
#Column	q_E	(I1)	[0,4] Band E quality (2)	[ucd=meta.code.qual]
#Column	e_E	(F5.1)	? flux uncertainty 1-sigma	[ucd=stat.error]
MSX6C;RAJ2000;DEJ2000;B1;q_B1;e_B1;A;q_A;e_A;C;q_C;e_C;D;q_D;e_D;E;q_E;e_E
G043.1635-00.0697;287.6274;+09.0637;-1.021e+01;0;     ; 1.216e+00;4;  4.1; 1.370e+00;2;  6.6; 1.228e+00;3;  6.9; 3.191e+00;3;  6.4
G350.1783+00.0147;259.9861;-37.1604;-9.244e+00;0;     ; 1.157e+00;4;  4.1; 2.012e+00;4;  5.6; 1.929e+00;4;  6.4; 7.830e+00;4;  6.1
G011.9920-00.2731;273.2147;-18.6775;-9.450e+00;0;     ; 1.076e+00;4;  4.2; 1.247e+00;2;  6.6; 1.867e+00;4;  6.4; 3.060e+00;3;  6.4
G000.5526+00.1953;266.5428;-28.3626; 1.526e+01;1; 51.1; 1.050e+00;4;  4.1; 1.766e+00;4;  5.1; 1.505e+00;4;  6.1; 1.586e+00;4;  6.2
G051.3590+00.0082;291.4906;+16.3431;-1.021e+01;0;     ; 2.045e-01;4;  5.3; 2.031e+00;4;  5.7; 4.088e+00;4;  6.1; 1.242e+01;4;  6.0
G356.3127+00.2816;263.8594;-31.9125;-9.244e+00;0;     ; 1.751e+00;4;  4.1; 2.948e+00;4;  5.3; 2.653e+00;4;  6.3; 1.924e+00;2;  7.0
G333.5779-00.0886;245.3745;-50.0308;-9.985e+00;0;     ; 4.494e-01;4;  4.4; 2.057e+00;4;  5.7; 4.342e+00;4;  6.1; 1.635e+01;4;  6.0
G298.6534-00.4984;183.3835;-63.0550;-9.316e+00;0;     ; 1.144e+00;4;  4.2; 1.543e+00;3;  6.2; 9.405e-01;2;  7.4; 3.933e+00;4;  6.3
G359.4888-00.0264;266.1253;-29.3860;-2.942e+00;0;     ; 1.395e+00;4;  4.1; 3.203e+00;4;  5.0; 3.042e+00;4;  6.1; 1.741e+00;4;  6.2
G007.3664+00.2822;270.2887;-22.4462;-4.992e+00;0;     ; 1.347e+00;4;  4.1; 1.495e+00;4;  5.1; 1.200e+00;4;  6.1; 6.764e-01;2;  6.9
G018.2273-00.2169;276.2327;-13.1579;-9.450e+00;0;     ; 9.567e-01;4;  4.2; 1.710e+00;3;  5.9; 1.794e+00;4;  6.5; 2.266e+00;2;  6.7
G359.5890+00.0996;266.0623;-29.2345;-2.589e+00;0;     ; 1.185e+00;4;  4.1; 1.777e+00;4;  5.1; 2.274e+00;4;  6.1; 1.809e+00;4;  6.2
G020.7124-00.0945;277.3052;-10.9017; 1.133e+01;1; 18.7; 1.314e+00;4;  4.1; 3.068e+00;4;  5.0; 5.130e+00;4;  6.1; 1.375e+01;4;  6.0
G359.6204+00.2586;265.9260;-29.1246;-3.530e+00;0;     ; 9.367e-01;4;  4.1; 1.242e+00;4;  5.1; 1.752e+00;4;  6.1; 1.650e+00;4;  6.1
G000.7681-00.2497;267.1025;-28.4088;-6.061e+00;0;     ; 1.127e+00;4;  4.1; 1.582e+00;3;  5.9; 1.882e+00;4;  6.4; 4.512e+00;4;  6.2
G313.6668-00.1023;215.5079;-61.0718;-9.985e+00;0;     ; 8.125e-01;4;  4.1; 1.760e+00;4;  5.1; 1.608e+00;4;  6.1; 5.751e+00;4;  6.0
G000.4854-00.3476;267.0318;-28.7015;-4.166e+00;0;     ; 1.277e+00;4;  4.1; 2.238e+00;4;  5.0; 1.917e+00;4;  6.1; 1.666e+00;4;  6.2
G000.0601-00.1338;266.5715;-28.9545;-3.240e+00;0;     ; 1.809e+00;4;  4.1; 3.420e+00;4;  5.0; 5.138e+00;4;  6.1; 1.489e+01;4;  6.0
G018.2836-00.3047;276.3394;-13.1491;-9.316e+00;0;     ; 7.900e-01;4;  4.2; 1.725e+00;3;  6.1; 1.075e+00;3;  7.1; 2.564e+00;2;  6.7
G022.9815-00.3711;278.6193;-09.0175;-9.316e+00;0;     ; 1.223e+00;4;  4.2; 1.639e+00;3;  6.1; 1.653e+00;4;  6.6; 4.302e+00;4;  6.3
G001.3319+00.0903;267.1021;-27.7504;-9.985e+00;0;     ; 9.978e-01;4;  4.2; 1.286e+00;2;  6.7; 1.350e+00;3;  6.8; 2.518e+00;2;  6.7
G014.4886+00.0219;274.1928;-16.3429;-9.450e+00;0;     ; 1.109e+00;4;  4.2; 2.187e+00;4;  5.6; 2.111e+00;4;  6.3; 3.540e+00;3;  6.4
G037.4327-00.4207;285.2903;+03.8124; 2.066e+01;1; 38.8; 1.797e+00;4;  4.1; 3.144e+00;4;  5.3; 3.817e+00;4;  6.1; 3.700e+00;3;  6.3
G014.6087+00.0127;274.2607;-16.2417;-9.450e+00;0;     ; 1.502e+00;4;  4.1; 2.146e+00;4;  5.6; 3.726e+00;4;  6.1; 6.942e+00;4;  6.1
G055.2997+00.2171;293.2852;+19.9019;-1.021e+01;0;     ; 1.088e+00;4;  4.2; 9.932e-01;2;  7.7; 9.895e-01;2;  7.4; 7.642e+00;4;  6.1
G010.4413+00.0101;272.1593;-19.8993;-9.450e+00;0;     ; 1.130e+00;4;  4.2; 3.068e+00;4;  5.3; 3.915e+00;4;  6.1; 9.911e+00;4;  6.0
G015.0072+00.1764;274.3078;-15.8133;-1.021e+01;0;     ; 1.858e+00;4;  4.1; 2.445e+00;4;  5.5; 2.167e+00;4;  6.4; 2.025e+00;2;  7.1
G000.3707-00.3498;266.9663;-28.8009;-3.049e+00;0;     ; 1.015e+00;4;  4.1; 1.613e+00;4;  5.0; 1.381e+00;4;  6.1; 1.095e+00;4;  6.2
G026.5881+00.0926;279.8748;-05.6009;-1.118e+01;0;     ; 9.709e-01;4;  4.2; 1.740e+00;3;  6.1; 1.836e+00;4;  6.5; 5.351e+00;4;  6.2
G359.9707+00.0674;266.3219;-28.9259; 1.271e+01;1; 42.2; 1.028e+00;4;  4.1; 8.556e-01;4;  5.2; 1.712e+00;4;  6.1; 7.216e-01;3;  6.4
G000.9144-00.2398;267.1785;-28.2785;-5.250e+00;0;     ; 1.049e+00;4;  4.1; 1.556e+00;3;  6.0; 1.777e+00;4;  6.4; 1.772e+00;2;  7.0
G046.0873+00.2538;288.7134;+11.8045;-1.021e+01;0;     ; 1.067e+00;4;  4.2; 9.547e-01;2;  7.9; 8.899e-01;2;  7.7; 4.002e+00;4;  6.3
G006.9313+00.1657;270.1645;-22.8819;-9.985e+00;0;     ; 1.074e+00;4;  4.1; 1.037e+00;4;  5.3; 6.035e-01;4;  6.4; 9.883e-01;3;  6.4
G333.3787+00.0661;244.9846;-50.0613;-1.094e+01;0;     ; 1.184e+00;4;  4.2; 1.108e+00;2;  7.6; 8.173e-01;2;  8.2; 2.524e+00;2;  6.8
G053.2183+00.0502;292.3805;+17.9972;-1.250e+01;0;     ; 1.122e+00;4;  4.2; 1.290e+00;2;  7.0; 1.415e+00;3;  6.9; 2.193e+00;2;  7.1
G011.2017-00.1571;272.7051;-19.3146;-1.021e+01;0;     ; 7.791e-01;4;  4.2; 1.782e+00;3;  5.9; 2.643e+00;4;  6.3; 2.685e+00;3;  6.6
G004.6763+00.2762;268.8267;-24.7792;-9.244e+00;0;     ; 1.134e+00;4;  4.1; 1.727e+00;3;  5.9; 2.202e+00;4;  6.3; 4.100e+00;4;  6.3
G284.2588-00.4298;155.8871;-57.8371;-8.625e+00;0;     ; 2.218e-01;4;  5.0; 6.794e-01;1;  9.4; 1.042e+00;3;  7.1; 5.965e+00;4;  6.1
G311.3114-00.4872;211.0477;-62.1696;-8.625e+00;0;     ; 1.191e+00;4;  4.2; 1.398e+00;3;  6.5; 9.377e-01;2;  7.5; 4.782e+00;4;  6.2
G010.3204-00.2616;272.3500;-20.1367;-9.450e+00;0;     ; 1.106e+00;4;  4.2; 1.229e+00;2;  6.6; 1.420e+00;4;  6.7; 3.141e+00;3;  6.4
G359.4816+00.3043;265.7979;-29.2187;-4.465e+00;0;     ; 1.215e+00;4;  4.1; 1.502e+00;4;  5.1; 1.199e+00;4;  6.2; 1.074e+00;3;  6.4
G003.9272-00.1165;268.7837;-25.6241;-9.244e+00;0;     ; 1.140e+00;4;  4.1; 2.170e+00;4;  5.6; 2.833e+00;4;  6.2; 9.797e+00;4;  6.0
G305.3802+00.1670;198.1864;-62.6034;-1.094e+01;0;     ; 1.660e+00;4;  4.1; 2.873e+00;4;  5.4; 1.085e+00;2;  7.4; 2.707e+00;2;  6.7
G336.4180-00.2588;248.5660;-48.1007;-9.244e+00;0;     ; 1.059e+00;4;  4.2; 1.562e+00;3;  6.1; 1.302e+00;3;  6.7; 1.817e+00;2;  7.1
G350.0922+00.2306;259.7023;-37.1070;-9.985e+00;0;     ; 9.057e-01;4;  4.2; 1.620e+00;3;  6.1; 5.388e+00;4;  6.1; 1.885e+01;4;  6.0
G328.3924-00.0746;239.1785;-53.5281;-9.985e+00;0;     ; 1.066e+00;4;  4.2; 1.786e+00;3;  6.0; 2.907e+00;4;  6.3; 3.574e+00;3;  6.4
G003.9823-00.1880;268.8831;-25.6125;-8.647e+00;0;     ; 1.082e+00;4;  4.1; 1.494e+00;3;  6.1; 1.793e+00;4;  6.4; 2.715e+00;3;  6.4
G348.0235+00.0310;258.3842;-38.9073;-9.244e+00;0;     ; 9.576e-01;4;  4.2; 1.125e+00;2;  6.9; 1.324e+00;3;  6.7; 1.855e+00;2;  7.1
G358.7335+00.0007;265.6424;-30.0146;-8.647e+00;0;     ; 9.121e-01;4;  4.2; 7.016e-01;1;  8.8; 8.789e-01;2;  7.3; 3.326e+00;3;  6.4
G351.5232-00.0285;260.9824;-36.0782;-9.985e+00;0;     ; 1.837e+00;4;  4.1; 2.832e+00;4;  5.3; 2.568e+00;4;  6.3; 2.880e+00;3;  6.4
G350.7728-00.0790;260.5066;-36.7254;-8.647e+00;0;     ; 9.973e-01;4;  4.2; 9.643e-01;2;  7.8; 9.256e-01;2;  7.5; 6.117e+00;4;  6.1
G024.4836+00.2686;278.7446;-07.3895; 2.302e+01;1; 35.9; 1.179e+00;4;  4.2; 1.708e+00;3;  6.1; 1.686e+00;4;  6.6; 3.980e+00;4;  6.3
G359.9428+00.2604;266.1173;-28.8490;-3.240e+00;0;     ; 1.310e+00;4;  4.1; 1.812e+00;4;  5.0; 2.280e+00;4;  6.1; 2.130e+00;4;  6.1
G359.8508-00.3828;266.6907;-29.2626;-3.049e+00;0;     ; 1.181e+00;4;  4.1; 1.232e+00;4;  5.1; 1.070e+00;4;  6.1; 1.537e+00;4;  6.1
G025.4612-00.0339;279.4681;-06.6604;-4.565e+00;0;     ; 1.209e+00;4;  4.1; 1.334e+00;4;  5.1; 8.791e-01;4;  6.3; 2.199e+00;4;  6.1
G003.6605-00.1137;268.6315;-25.8529;-9.244e+00;0;     ; 1.069e+00;4;  4.2; 1.609e+00;3;  6.1; 1.845e+00;4;  6.5; 5.622e+00;4;  6.1
G000.0767+00.0706;266.3819;-28.8339;-9.985e+00;0;     ; 1.488e-01;4;  4.3; 1.190e+00;4;  5.1; 2.020e+00;4;  6.1; 1.003e+01;4;  6.0
G335.9462+00.0296;247.7671;-48.2494; 2.119e+01;1; 38.1; 1.163e+00;4;  4.1; 1.474e+00;3;  6.1; 1.089e+00;3;  7.0; 3.047e+00;3;  6.4
G320.3476-00.2221;227.5981;-58.3153;-9.244e+00;0;     ; 1.320e+00;4;  4.1; 1.382e+00;3;  6.3; 9.821e-01;3;  7.2; 3.065e+00;3;  6.4
G000.0127-00.0787;266.4895;-28.9662; 4.264e+00;0;999.0; 2.322e+00;4;  4.1; 5.518e+00;4;  5.0; 8.258e+00;4;  6.1; 2.538e+01;4;  6.0
G000.0830+00.0622;266.3939;-28.8328;-2.597e+00;0;     ; 1.391e+00;4;  4.1; 3.415e+00;4;  5.0; 4.388e+00;4;  6.1; 9.943e+00;4;  6.0
G022.4013-00.1690;278.1665;-09.4391; 2.102e+01;1; 37.9; 1.624e+00;4;  4.1; 2.372e+00;4;  5.5; 2.135e+00;4;  6.3; 2.029e+00;2;  6.9
G359.4894-00.0739;266.1723;-29.4103; 1.706e+01;1; 49.5; 1.771e+00;4;  4.1; 3.724e+00;4;  5.0; 6.406e+00;4;  6.1; 1.720e+01;4;  6.0
G003.7208+00.0151;268.5418;-25.7356;-8.647e+00;0;     ; 1.093e+00;4;  4.1; 1.254e+00;3;  6.4; 1.111e+00;3;  6.9; 3.263e+00;3;  6.4
G330.9378-00.2552;242.5310;-51.9798;-9.985e+00;0;     ; 1.117e+00;4;  4.2; 1.264e+00;3;  6.6; 1.085e+00;3;  7.0; 2.097e+00;2;  6.8
G346.2331-00.3197;257.3765;-40.5590;-9.316e+00;0;     ; 1.116e+00;4;  4.2; 1.668e+00;3;  6.1; 2.128e+00;4;  6.4; 6.396e+00;4;  6.1
G355.7043-00.0900;263.8405;-32.6253;-9.244e+00;0;     ; 1.904e+00;4;  4.1; 2.961e+00;4;  5.3; 2.147e+00;4;  6.3; 1.837e+00;2;  7.1
G045.4518-00.0286;288.6673;+11.1106;-4.565e+00;0;     ; 9.728e-01;4;  4.1; 7.799e-01;4;  5.4; 7.065e-01;4;  6.3; 6.163e-01;2;  7.0
G334.3417+00.0455;246.0598;-49.3945;-9.244e+00;0;     ; 2.017e+00;4;  4.1; 4.791e+00;4;  5.1; 5.805e+00;4;  6.1; 1.636e+01;4;  6.0
G303.9973+00.2800;195.1729;-62.5727;-9.985e+00;0;     ; 1.401e+00;4;  4.1; 1.875e+00;3;  5.9; 1.686e+00;4;  6.6; 4.830e+00;4;  6.2
G320.6693+00.1520;227.7623;-57.8296;-1.094e+01;0;     ; 1.029e+00;4;  4.2; 1.716e+00;3;  6.5; 1.095e+00;2;  7.6; 3.386e+00;3;  6.6
G359.9242-00.0878;266.4457;-29.0466; 1.200e+01;1; 41.7; 1.270e+00;4;  4.1; 1.853e+00;4;  5.0; 2.408e+00;4;  6.1; 7.949e+00;4;  6.0
G348.0707-00.1019;258.5583;-38.9469;-9.985e+00;0;     ; 1.906e+00;4;  4.1; 2.385e+00;4;  5.6; 1.884e+00;4;  6.5; 1.926e+00;2;  7.1
G336.0532+00.0179;247.8899;-48.1794;-9.985e+00;0;     ; 1.056e+00;4;  4.2; 9.783e-01;2;  7.4; 1.019e+00;3;  7.1; 2.186e+00;2;  6.8
G346.4764-00.2311;257.4730;-40.3107;-9.244e+00;0;     ; 1.566e+00;4;  4.1; 1.975e+00;4;  5.6; 2.118e+00;4;  6.3; 2.085e+00;2;  6.9
G343.4287+00.0625;254.6931;-42.5541;-1.094e+01;0;     ; 1.934e+00;4;  4.1; 3.371e+00;4;  5.3; 3.247e+00;4;  6.3; 2.273e+00;2;  7.0
G035.5779+00.0468;284.0251;+02.3762;-1.118e+01;0;     ; 9.269e-01;4;  4.2; 1.132e+00;2;  7.5; 8.132e-01;2;  8.2; 2.220e+00;2;  7.0
G349.7309+00.1712;259.5019;-37.4367;-1.094e+01;0;     ; 9.865e-01;4;  4.2; 2.408e+00;4;  5.6; 1.690e+00;4;  6.6; 4.402e+00;4;  6.3
G031.5209-00.0618;282.2712;-01.2839;-1.021e+01;0;     ; 1.384e+00;4;  4.1; 2.199e+00;4;  5.6; 3.787e+00;4;  6.2; 3.425e+00;3;  6.4
G357.5970-00.3850;265.3262;-31.1835;-9.316e+00;0;     ; 9.898e-01;4;  4.2; 1.553e+00;3;  6.2; 2.308e+00;4;  6.3; 2.711e+00;3;  6.6
G312.5002-00.0849;213.2028;-61.4359;-9.985e+00;0;     ; 1.074e+00;4;  4.2; 1.023e+00;2;  7.5; 1.096e+00;3;  7.1; 2.458e+00;2;  6.7
G359.9248-00.0060;266.3662;-29.0035;-3.211e+00;0;     ; 1.350e+00;4;  4.1; 2.154e+00;4;  5.0; 2.716e+00;4;  6.1; 2.474e+00;4;  6.0
G359.7446-00.4039;266.6481;-29.3644; 1.199e+01;1; 40.6; 1.304e+00;4;  4.1; 2.421e+00;4;  5.0; 2.990e+00;4;  6.1; 4.011e+00;4;  6.0
G359.9477+00.0662;266.3093;-28.9462;-3.268e+00;0;     ; 1.041e+00;4;  4.1; 1.760e+00;4;  5.0; 1.987e+00;4;  6.1; 1.650e+00;4;  6.1
G000.1833-00.4156;266.9200;-28.9953;-2.213e+00;0;     ; 1.033e+00;4;  4.1; 8.247e-01;4;  5.2; 6.182e-01;4;  6.3; 4.700e-01;2;  7.0
G007.0487+00.0802;270.3083;-22.8223;-9.985e+00;0;     ; 1.042e+00;4;  4.1; 1.279e+00;4;  5.2; 1.144e+00;4;  6.2; 7.614e-01;2;  6.7
G354.9364-00.0978;263.3521;-33.2747;-9.244e+00;0;     ; 1.786e+00;4;  4.1; 2.656e+00;4;  5.3; 2.053e+00;4;  6.3; 2.135e+00;2;  6.8
G025.4622+00.0670;279.3783;-06.6132;-4.725e+00;0;     ; 1.149e+00;4;  4.1; 1.218e+00;4;  5.2; 8.214e-01;4;  6.3; 7.164e-01;2;  6.8
G314.8362-00.3300;217.9249;-60.8633; 8.778e+00;3;  9.4; 7.311e-01;4;  4.1; 1.266e+00;4;  5.2; 1.593e+00;4;  6.1; 1.222e+00;3;  6.4
G059.5712-00.1214;295.8582;+23.4581;-1.021e+01;0;     ; 9.773e-01;4;  4.2; 1.516e+00;3;  6.3; 1.882e+00;4;  6.5; 2.432e+00;2;  6.7
G027.1472-00.1431;280.3425;-05.2120;-1.021e+01;0;     ; 8.057e-01;4;  4.2; 2.412e+00;4;  5.6; 3.807e+00;4;  6.2; 3.685e+00;3;  6.4
G331.5198-00.0326;242.9743;-51.4206;-9.244e+00;0;     ; 1.099e+00;4;  4.2; 1.935e+00;4;  5.7; 1.046e+00;3;  7.1; 3.556e+00;4;  6.4
G056.9657-00.2340;294.5722;+21.1374;-9.450e+00;0;     ; 1.046e+00;4;  4.2; 1.071e+00;2;  7.1; 1.103e+00;3;  7.0; 2.945e+00;3;  6.4
G029.8893-00.0069;281.4774;-02.7108;-9.450e+00;0;     ; 1.038e+00;4;  4.2; 3.810e+00;4;  5.2; 6.458e+00;4;  6.1; 1.155e+01;4;  6.0
G008.5553-00.3715;271.5341;-21.7326;-9.316e+00;0;     ; 8.945e-01;4;  4.2; 1.731e+00;3;  6.1; 1.561e+00;4;  6.7; 1.982e+00;2;  7.1
G004.1704+00.2210;268.5973;-25.2436;-9.244e+00;0;     ; 8.356e-01;4;  4.2; 1.525e+00;3;  6.1; 1.302e+00;3;  6.7; 1.705e+00;2;  7.2
G284.2593-00.4079;155.9098;-57.8189;-1.141e+01;0;     ; 2.194e-01;4;  5.0; 1.252e+00;3;  6.6; 1.683e+00;4;  6.5; 2.128e+00;2;  6.8
G346.8528+00.1067;257.4107;-39.8071;-1.094e+01;0;     ; 1.593e+00;4;  4.1; 2.339e+00;4;  5.6; 2.719e+00;4;  6.3; 2.525e+00;2;  6.8
G002.9621-00.0566;268.1821;-26.4258;-9.244e+00;0;     ; 1.240e+00;4;  4.1; 1.113e+00;2;  7.0; 9.852e-01;2;  7.2; 2.124e+00;2;  6.8
G008.4313-00.2778;271.3808;-21.7950;-1.021e+01;0;     ; 1.046e+00;4;  4.2; 1.229e+00;3;  6.6; 1.019e+00;3;  7.1; 2.585e+00;3;  6.6
G000.0755+00.1460;266.3078;-28.7955; 9.660e+00;1; 28.7; 2.141e+00;4;  4.1; 2.913e+00;4;  5.0; 3.410e+00;4;  6.1; 2.732e+00;4;  6.0
G305.2207-00.0232;197.8730;-62.8059;-9.244e+00;0;     ; 1.288e+00;4;  4.1; 1.985e+00;4;  5.6; 1.303e+00;3;  6.7; 3.298e+00;3;  6.4
G002.4607+00.2397;267.6109;-26.7055;-9.244e+00;0;     ; 1.150e+00;4;  4.1; 1.759e+00;4;  5.8; 1.574e+00;4;  6.5; 2.102e+00;2;  6.8
G338.6786+00.2673;250.2165;-46.0698;-9.985e+00;0;     ; 1.308e+00;4;  4.1; 1.887e+00;4;  5.9; 2.268e+00;4;  6.3; 2.214e+00;2;  6.9
G042.6920-00.0883;287.4237;+08.6368;-1.021e+01;0;     ; 1.634e+00;4;  4.1; 2.249e+00;4;  5.6; 2.346e+00;4;  6.3; 2.022e+00;2;  7.1
G354.6131+00.1485;262.8936;-33.4110;-9.985e+00;0;     ; 2.371e-01;4;  5.0; 6.387e-01;1; 10.4; 1.892e+00;4;  6.5; 1.766e+01;4;  6.0
G356.2951+00.0666;264.0616;-32.0433;-9.985e+00;0;     ; 1.453e+00;4;  4.1; 2.034e+00;4;  5.7; 2.045e+00;4;  6.4; 2.346e+00;2;  6.8
G002.6129+00.2496;267.6886;-26.5698;-9.244e+00;0;     ; 1.018e+00;4;  4.2; 1.814e+00;4;  5.8; 1.454e+00;4;  6.6; 1.959e+00;2;  7.0
G013.2897+00.2125;273.4204;-17.3058;-1.021e+01;0;     ; 1.169e+00;4;  4.2; 1.757e+00;3;  6.0; 1.922e+00;4;  6.5; 2.162e+00;2;  6.9
G333.3001-00.4153;245.4280;-50.4584;-1.020e+01;0;     ; 8.162e-01;4;  4.2; 1.886e+00;4;  5.8; 1.327e+00;3;  6.8; 4.460e+00;4;  6.2
G032.7063+00.0204;282.7386;-00.1914; 1.186e+01;1; 42.0; 1.054e+00;4;  4.1; 1.334e+00;4;  5.1; 9.986e-01;4;  6.2; 9.915e-01;3;  6.4
G045.4076+00.1463;288.4884;+11.1527;-4.643e+00;0;     ; 6.742e-01;4;  4.1; 1.212e+00;4;  5.2; 1.648e+00;4;  6.1; 1.515e+00;4;  6.2
G346.6195-00.0831;257.4287;-40.1077;-9.985e+00;0;     ; 1.300e+00;4;  4.1; 1.765e+00;3;  6.0; 2.367e+00;4;  6.3; 2.085e+00;2;  7.0
G020.7389-00.0989;277.3217;-10.8802;-1.118e+01;0;     ; 1.877e-01;4;  4.3; 1.342e+00;4;  5.1; 1.083e+00;4;  6.2; 4.745e+00;4;  6.0
G000.3171-00.1579;266.7474;-28.7473;-5.365e+00;0;     ; 8.653e-01;4;  4.1; 1.222e+00;4;  5.1; 4.498e-01;4;  6.4; 4.344e-01;2;  7.1
G027.8567-00.2456;280.7597;-04.6280;-1.021e+01;0;     ; 1.208e+00;4;  4.1; 1.198e+00;3;  6.7; 1.109e+00;3;  7.0; 3.774e+00;4;  6.3
G336.4070-00.2502;248.5453;-48.1029;-9.244e+00;0;     ; 1.836e+00;4;  4.1; 3.842e+00;4;  5.2; 2.634e+00;4;  6.3; 5.722e+00;4;  6.1
G010.2326-00.2963;272.3371;-20.2304;-9.316e+00;0;     ; 4.956e-01;4;  4.4; 3.040e+00;4;  5.3; 5.268e+00;4;  6.1; 1.626e+01;4;  6.0
G314.1600-00.1223;216.4752;-60.9181;-9.985e+00;0;     ; 9.305e-01;4;  4.1; 9.472e-01;4;  5.4; 8.083e-01;4;  6.3; 7.724e-01;2;  6.9
G011.4786+00.2351;272.4830;-18.8827;-1.021e+01;0;     ; 1.584e+00;4;  4.1; 2.368e+00;4;  5.6; 2.699e+00;4;  6.3; 2.778e+00;3;  6.5
G358.7711+00.0308;265.6357;-29.9667;-5.674e+00;0;     ; 9.911e-01;4;  4.2; 4.254e+00;4;  5.1; 8.310e+00;4;  6.1; 1.230e+01;4;  6.0
G024.2216-00.0428;278.9018;-07.7655;-1.021e+01;0;     ; 1.043e+00;4;  4.2; 2.106e+00;4;  5.7; 1.443e+00;3;  6.7; 3.278e+00;3;  6.4
G340.0707-00.1374;251.9576;-45.2812;-9.985e+00;0;     ; 5.033e-01;4;  4.4; 1.923e+00;3;  5.8; 3.165e+00;4;  6.2; 1.452e+01;4;  6.0
G334.3557-00.1526;246.2925;-49.5232;-9.985e+00;0;     ; 1.019e+00;4;  4.2; 2.229e+00;4;  5.6; 2.248e+00;4;  6.3; 1.921e+00;2;  7.1
G001.2237-00.2383;267.3577;-28.0125;-8.647e+00;0;     ; 1.652e+00;4;  4.1; 2.024e+00;4;  5.6; 2.039e+00;4;  6.3; 1.660e+00;2;  7.1
G348.4278-00.1470;258.8727;-38.6832;-9.985e+00;0;     ; 1.916e+00;4;  4.1; 2.928e+00;4;  5.3; 2.867e+00;4;  6.3; 2.881e+00;3;  6.5
G357.5060-00.2591;265.1450;-31.1941;-8.647e+00;0;     ; 1.004e+00;4;  4.2; 1.417e+00;3;  6.1; 1.585e+00;4;  6.5; 3.470e+00;4;  6.3
G007.0012-00.2258;270.5717;-23.0149;-5.337e+00;0;     ; 1.240e+00;4;  4.1; 2.020e+00;4;  5.0; 1.585e+00;4;  6.1; 1.883e+00;4;  6.1
G336.3752-00.1812;248.4371;-48.0796;-9.244e+00;0;     ; 1.062e+00;4;  4.2; 1.118e+00;2;  6.9; 1.029e+00;3;  7.1; 1.836e+00;2;  7.1
G328.5855-00.4874;239.8772;-53.7177;-9.316e+00;0;     ; 1.215e+00;4;  4.2; 2.218e+00;4;  5.6; 1.962e+00;4;  6.5; 4.784e+00;4;  6.2
